"model","dist","n","parameter","std"
3,"std",100,"beta",0.000336312466735468
3,"std",100,"beta",0.12834972700703
3,"std",100,"beta",0.301151734922565
3,"std",100,"beta",0.0491854381243598
3,"std",100,"beta",0.372668794635746
3,"std",100,"beta",0.242920088397727
3,"std",100,"beta",0.00123448254839248
3,"std",100,"beta",0.149203311539166
3,"std",100,"beta",0.000443447050820921
3,"std",100,"beta",0.0475862475612373
3,"std",100,"beta",0.104192305164669
3,"std",100,"beta",0.0759678202623657
3,"std",100,"beta",0.0363573758976394
3,"std",100,"beta",0.00245005066994006
3,"std",100,"beta",0.0981094172998276
3,"std",100,"beta",0.0842573764716722
3,"std",100,"beta",0.00252732099686741
3,"std",100,"beta",0.0245118205463367
3,"std",100,"beta",0.0633708382232161
3,"std",100,"beta",0.0471596171664433
3,"std",100,"beta",0.000416200419827847
3,"std",100,"beta",0.00420986470615779
3,"std",100,"beta",0.0405876043543227
3,"std",100,"beta",0.000611063477554741
3,"std",100,"beta",0.168790896855324
3,"std",100,"beta",0.000366194693666479
3,"std",100,"beta",0.0965114955591244
3,"std",100,"beta",0.145986579933809
3,"std",100,"beta",0.0505953195273227
3,"std",100,"beta",0.00506685582264857
3,"std",100,"beta",0.099107826351922
3,"std",100,"beta",0.00032174337032707
3,"std",100,"beta",0.0780326747572005
3,"std",100,"beta",0.0709792890747895
3,"std",100,"beta",0.00278693961619833
3,"std",100,"beta",0.00394788741675891
3,"std",100,"beta",0.153640707291065
3,"std",100,"beta",0.00397787688775138
3,"std",100,"beta",0.000644037694755622
3,"std",100,"beta",0.147292514231144
3,"std",100,"beta",0.0339648463016601
3,"std",100,"beta",0.0921730000647667
3,"std",250,"beta",0.000219022364535898
3,"std",250,"beta",0.0526657089028217
3,"std",250,"beta",0.270331031119244
3,"std",250,"beta",0.00383209403193848
3,"std",250,"beta",0.0423972808009003
3,"std",250,"beta",0.478573111069057
3,"std",250,"beta",0.00130050901052811
3,"std",250,"beta",0.262350520880109
3,"std",250,"beta",0.0332294696519478
3,"std",250,"beta",0.165110482159856
3,"std",250,"beta",0.00149420055337246
3,"std",250,"beta",0.104315692182074
3,"std",250,"beta",0.000544300404219123
3,"std",250,"beta",0.00119563385058341
3,"std",250,"beta",0.179224601701674
3,"std",250,"beta",0.153835215128707
3,"std",250,"beta",0.000522180364639233
3,"std",250,"beta",0.0712878134810419
3,"std",250,"beta",0.009508826915879
3,"std",250,"beta",3.66973331349237e-05
3,"std",250,"beta",0.0953389444843002
3,"std",250,"beta",0.0558834209114532
3,"std",250,"beta",0.000555481967789648
3,"std",250,"beta",0.0490558053904255
3,"std",250,"beta",0.0196666804589956
3,"std",250,"beta",0.0572392113045303
3,"std",250,"beta",0.000438140387309192
3,"std",250,"beta",1.95419607389266e-05
3,"std",250,"beta",0.119301197199047
3,"std",250,"beta",0.422797008435845
3,"std",250,"beta",0.000694920141947775
3,"std",250,"beta",0.0636514600005205
3,"std",250,"beta",0.106556154394375
3,"std",250,"beta",0.000288885472644573
3,"std",250,"beta",0.0146849269070935
3,"std",250,"beta",0.0982496295778121
3,"std",250,"beta",0.000960804633092943
3,"std",250,"beta",0.0918365037756305
3,"std",250,"beta",0.129396983733294
3,"std",250,"beta",0.0648524823884366
3,"std",250,"beta",0.0285361213467207
3,"std",250,"beta",0.105557470504482
3,"std",250,"beta",0.0782094671698824
3,"std",250,"beta",0.111448629927138
3,"std",250,"beta",0.000912764836394041
3,"std",250,"beta",0.0939962710485765
3,"std",250,"beta",0.033397671475788
3,"std",250,"beta",0.0023042642334707
3,"std",250,"beta",0.000195991068841056
3,"std",250,"beta",0.0725901522368428
3,"std",250,"beta",0.0003817056604265
3,"std",250,"beta",0.00107734885637153
3,"std",250,"beta",0.0614317637545846
3,"std",250,"beta",0.238702254293032
3,"std",250,"beta",2.87206586142891e-05
3,"std",250,"beta",0.0683149027548467
3,"std",250,"beta",0.000451892762673177
3,"std",250,"beta",0.0644028588468149
3,"std",250,"beta",0.0522718663777619
3,"std",250,"beta",0.00355324522522814
3,"std",250,"beta",0.0487312071876115
3,"std",250,"beta",0.0748681056732984
3,"std",250,"beta",0.438242252917565
3,"std",250,"beta",0.0834024985442041
3,"std",250,"beta",7.67881276327653e-06
3,"std",250,"beta",0.0429813316825467
3,"std",250,"beta",0.064431962439823
3,"std",250,"beta",0.00233518098151134
3,"std",250,"beta",0.0372442468565879
3,"std",250,"beta",0.043575172841332
3,"std",250,"beta",0.182300971360031
3,"std",250,"beta",0.000747878676501591
3,"std",250,"beta",0.104682053352182
3,"std",250,"beta",0.120890162844343
3,"std",250,"beta",0.106030668785833
3,"std",250,"beta",0.0921510716164617
3,"std",250,"beta",0.0209085130630705
3,"std",250,"beta",0.000939991878930949
3,"std",250,"beta",0.11002615326309
3,"std",250,"beta",0.000432822507461436
3,"std",250,"beta",0.0062804948452674
3,"std",250,"beta",0.0278617110191814
3,"std",250,"beta",0.0732315198659946
3,"std",250,"beta",0.000902510856781849
3,"std",250,"beta",0.00075912076368056
3,"std",250,"beta",0.0278129321523332
3,"std",250,"beta",0.256223766438167
3,"std",250,"beta",0.00022838937146483
3,"std",250,"beta",0.157732237256276
3,"std",250,"beta",0.0557369513974923
3,"std",250,"beta",0.0985200149274622
3,"std",250,"beta",0.302043254117552
3,"std",250,"beta",0.00441312304949189
3,"std",250,"beta",0.102010114616442
3,"std",250,"beta",0.000610790492473992
3,"std",250,"beta",0.243522138681268
3,"std",250,"beta",0.000841614954049046
3,"std",250,"beta",0.0711776479770615
3,"std",250,"beta",0.0184011354051744
3,"std",250,"beta",0.450068008634725
3,"std",500,"beta",0.0284458706053223
3,"std",500,"beta",0.0381955246468125
3,"std",500,"beta",0.0249615237512333
3,"std",500,"beta",0.227503208195571
3,"std",500,"beta",0.0324561053031172
3,"std",500,"beta",7.66809155320668e-05
3,"std",500,"beta",0.0653191184872918
3,"std",500,"beta",0.339243507131712
3,"std",500,"beta",0.00023265025974293
3,"std",500,"beta",0.0353434968442037
3,"std",500,"beta",3.90803911403928e-05
3,"std",500,"beta",0.0419182484112784
3,"std",500,"beta",3.26738343738032e-05
3,"std",500,"beta",0.000478434392911714
3,"std",500,"beta",0.0152872214691321
3,"std",500,"beta",0.12175819097762
3,"std",500,"beta",0.0633948870437905
3,"std",500,"beta",0.0968451223949899
3,"std",500,"beta",4.54826787610824e-05
3,"std",500,"beta",0.0375847152258367
3,"std",500,"beta",6.16709347549941e-05
3,"std",500,"beta",0.0309727502984061
3,"std",500,"beta",0.0412192451368965
3,"std",500,"beta",0.0360050029576894
3,"std",500,"beta",0.112767541047262
3,"std",500,"beta",0.231294667112696
3,"std",500,"beta",0.0371875699933875
3,"std",500,"beta",0.0414365364586932
3,"std",500,"beta",0.0689502977403664
3,"std",500,"beta",0.0811516445740941
3,"std",500,"beta",0.0326911318209272
3,"std",500,"beta",0.0551407298240899
3,"std",500,"beta",0.0272325063143571
3,"std",500,"beta",0.0794875285618402
3,"std",500,"beta",0.591220850991665
3,"std",500,"beta",0.00159970650381532
3,"std",500,"beta",0.111729723873267
3,"std",500,"beta",0.0975003371971038
3,"std",500,"beta",0.39149157549278
3,"std",500,"beta",0.051709746277364
3,"std",500,"beta",0.377165028245885
3,"std",500,"beta",0.000105103121310676
3,"std",500,"beta",0.0761673977784739
3,"std",500,"beta",0.0190738231365336
3,"std",500,"beta",0.0417332349469772
3,"std",500,"beta",0.0823441550979076
3,"std",500,"beta",0.107353924387685
3,"std",500,"beta",0.0727663822375158
3,"std",500,"beta",0.000146809407560801
3,"std",500,"beta",0.0282097605010947
3,"std",500,"beta",3.76915843255521e-05
3,"std",500,"beta",0.147927713568548
3,"std",500,"beta",0.0908835137711222
3,"std",500,"beta",0.0544261833008954
3,"std",500,"beta",0.0314524349463625
3,"std",500,"beta",0.0601312014986441
3,"std",500,"beta",0.145137530683318
3,"std",500,"beta",0.0535746649425108
3,"std",500,"beta",0.141875782872048
3,"std",500,"beta",0.0606652829935108
3,"std",500,"beta",0.0618069999700444
3,"std",500,"beta",0.04268004269817
3,"std",500,"beta",0.485540794769456
3,"std",500,"beta",0.0633146634617288
3,"std",500,"beta",0.00153928016612477
3,"std",500,"beta",6.35297035897236e-05
3,"std",500,"beta",0.0470464104644872
3,"std",500,"beta",9.61628240233507e-05
3,"std",500,"beta",0.0353892550425903
3,"std",500,"beta",0.241299785739369
3,"std",500,"beta",0.125597757095527
3,"std",500,"beta",0.000104999855574966
3,"std",500,"beta",0.0017252452559797
3,"std",500,"beta",0.0494508097278703
3,"std",500,"beta",0.0322944490096465
3,"std",500,"beta",0.064466003737896
3,"std",500,"beta",0.161225596611949
3,"std",500,"beta",0.0340571756515103
3,"std",500,"beta",0.0156868550674222
3,"std",500,"beta",0.0821373446895152
3,"std",500,"beta",0.413139328592397
3,"std",500,"beta",0.0943573459116845
3,"std",500,"beta",0.0306532076379765
3,"std",500,"beta",0.0973188093723296
3,"std",500,"beta",0.0714870779883246
3,"std",500,"beta",0.00021331516742161
3,"std",500,"beta",0.0726849035540244
3,"std",500,"beta",0.090141133047994
3,"std",500,"beta",0.218439154913564
3,"std",500,"beta",0.0489581893092266
3,"std",500,"beta",0.0971769502903909
3,"std",500,"beta",0.180242252797449
3,"std",500,"beta",0.127594566316093
3,"std",500,"beta",0.0262312189196933
3,"std",500,"beta",0.100119199803943
3,"std",500,"beta",0.122454710210327
3,"std",500,"beta",0.0319404964861171
3,"std",500,"beta",0.123583276337793
3,"std",500,"beta",0.121888337195353
3,"std",500,"beta",0.0479500085983445
3,"std",1000,"beta",0.144683432928657
3,"std",1000,"beta",0.0801054777314774
3,"std",1000,"beta",0.263716177572837
3,"std",1000,"beta",0.0546762491713448
3,"std",1000,"beta",6.01234503296211e-05
3,"std",1000,"beta",0.109901787723802
3,"std",1000,"beta",0.0438682605815347
3,"std",1000,"beta",0.169133471880854
3,"std",1000,"beta",0.107295549694056
3,"std",1000,"beta",0.0534747186459887
3,"std",1000,"beta",0.0679426249918081
3,"std",1000,"beta",0.0515730310858894
3,"std",1000,"beta",0.110851641983314
3,"std",1000,"beta",0.0284593311056093
3,"std",1000,"beta",0.0861466645593447
3,"std",1000,"beta",0.0432413481312068
3,"std",1000,"beta",0.0597203572683373
3,"std",1000,"beta",4.58371136061974e-05
3,"std",1000,"beta",0.203985640552878
3,"std",1000,"beta",0.0887929479377055
3,"std",1000,"beta",0.0728576199472095
3,"std",1000,"beta",0.105831789610222
3,"std",1000,"beta",0.154124401084063
3,"std",1000,"beta",0.0493104807682761
3,"std",1000,"beta",0.053595442431223
3,"std",1000,"beta",0.0574847931270734
3,"std",1000,"beta",0.0407715789284079
3,"std",1000,"beta",0.0585319642497601
3,"std",1000,"beta",0.143299671089819
3,"std",1000,"beta",0.0324009163654709
3,"std",1000,"beta",0.0204099791345837
3,"std",1000,"beta",0.054818804254559
3,"std",1000,"beta",0.0707953647799382
3,"std",1000,"beta",0.229735918236662
3,"std",1000,"beta",0.00823273815762137
3,"std",1000,"beta",0.000428403059934316
3,"std",1000,"beta",0.0425325277967283
3,"std",1000,"beta",0.916852166255447
3,"std",1000,"beta",0.0680072357169108
3,"std",1000,"beta",0.0291263463682661
3,"std",1000,"beta",0.0643821864174766
3,"std",1000,"beta",0.0549235372907431
3,"std",1000,"beta",0.0158777607600035
3,"std",1000,"beta",0.0989725322786403
3,"std",1000,"beta",0.201490792447332
3,"std",1000,"beta",0.416533207085608
3,"std",1000,"beta",0.0281073701473921
3,"std",1000,"beta",0.0809248125346886
3,"std",1000,"beta",0.0761025273491435
3,"std",1000,"beta",0.0305626448875113
3,"std",1000,"beta",0.0451466496950361
3,"std",1000,"beta",0.151057882341538
3,"std",1000,"beta",0.0961427792783229
3,"std",1000,"beta",0.0287155266823735
3,"std",1000,"beta",0.0618331438096358
3,"std",1000,"beta",0.0711358224697326
3,"std",1000,"beta",0.0333917576774007
3,"std",1000,"beta",0.0808441819758411
3,"std",1000,"beta",0.0542341300388781
3,"std",1000,"beta",0.110666359001519
3,"std",1000,"beta",0.0349700448454532
3,"std",1000,"beta",0.052640574410935
3,"std",1000,"beta",0.059885836868235
3,"std",1000,"beta",0.140473316201377
3,"std",1000,"beta",0.060917714817814
3,"std",1000,"beta",0.0588602219442749
3,"std",1000,"beta",0.086589304017138
3,"std",1000,"beta",0.100383505880213
3,"std",1000,"beta",0.178007381828593
3,"std",1000,"beta",0.104566010747155
3,"std",1000,"beta",7.20022950740128e-05
3,"std",1000,"beta",0.188268873871275
3,"std",1000,"beta",0.157628521956715
3,"std",1000,"beta",0.0349339569417403
3,"std",1000,"beta",0.0290825659863973
3,"std",1000,"beta",0.0530311495989715
3,"std",1000,"beta",0.0436516051293109
3,"std",1000,"beta",0.0488839360577968
3,"std",1000,"beta",0.0361423571513355
3,"std",1000,"beta",0.0489295059475049
3,"std",1000,"beta",4.83722162976228e-05
3,"std",1000,"beta",0.0609146823523308
3,"std",1000,"beta",0.0482422603446335
3,"std",1000,"beta",0.0524570787535708
3,"std",1000,"beta",0.078150571589745
3,"std",1000,"beta",0.0817487259041974
3,"std",1000,"beta",0.0450343003269361
3,"std",1000,"beta",0.0798443592719
3,"std",1000,"beta",0.0402083985254884
3,"std",1000,"beta",0.0248554932551508
3,"std",1000,"beta",0.0211851964842412
3,"std",1000,"beta",0.127279405089285
3,"std",1000,"beta",0.0559416230498837
3,"std",1000,"beta",5.97041388809116e-05
3,"std",1000,"beta",0.0224972106319038
3,"std",1000,"beta",0.0563331227920069
3,"std",1000,"beta",0.124040417768093
3,"std",1000,"beta",0.05178277454545
3,"std",1000,"beta",0.0483661364942808
3,"std",1000,"beta",0.118770009575822
3,"std",2500,"beta",0.0561390840982671
3,"std",2500,"beta",0.0656562519807556
3,"std",2500,"beta",0.0434437759505726
3,"std",2500,"beta",0.0369847791233731
3,"std",2500,"beta",0.07683578871069
3,"std",2500,"beta",0.102867285627613
3,"std",2500,"beta",0.0487734974437884
3,"std",2500,"beta",0.0459267654745094
3,"std",2500,"beta",0.0261875633963342
3,"std",2500,"beta",0.0461512572951466
3,"std",2500,"beta",0.0477122282401969
3,"std",2500,"beta",0.0569336163787178
3,"std",2500,"beta",0.0760199353519853
3,"std",2500,"beta",0.034647744113053
3,"std",2500,"beta",0.0347637210197227
3,"std",2500,"beta",0.0354863988933664
3,"std",2500,"beta",0.0346116746877096
3,"std",2500,"beta",0.0566139664638468
3,"std",2500,"beta",0.0395212781668506
3,"std",2500,"beta",0.052819982794726
3,"std",2500,"beta",0.033167732238751
3,"std",2500,"beta",0.0234035984866264
3,"std",2500,"beta",0.0558535283300192
3,"std",2500,"beta",0.0582064392649013
3,"std",2500,"beta",0.0567941427378164
3,"std",2500,"beta",0.0415776939467156
3,"std",2500,"beta",0.0517354199837919
3,"std",2500,"beta",0.0562966118480358
3,"std",2500,"beta",0.0494963832350966
3,"std",2500,"beta",0.0310396233271202
3,"std",2500,"beta",0.0514031646244905
3,"std",2500,"beta",0.0727066605739816
3,"std",2500,"beta",0.062633973543656
3,"std",2500,"beta",0.107948938687305
3,"std",2500,"beta",0.0976203742922754
3,"std",2500,"beta",0.0328052099770942
3,"std",2500,"beta",0.0473394053092716
3,"std",2500,"beta",0.0512362896685331
3,"std",2500,"beta",0.0494804202594334
3,"std",2500,"beta",0.0385630579025789
3,"std",2500,"beta",0.0258973325325832
3,"std",2500,"beta",0.0406927276986016
3,"std",2500,"beta",0.0681344871104746
3,"std",2500,"beta",3.35005797065428e-05
3,"std",2500,"beta",0.0464299298728392
3,"std",2500,"beta",0.0453370002075556
3,"std",2500,"beta",0.0520327885210765
3,"std",2500,"beta",0.0258151308274196
3,"std",2500,"beta",0.0669388415762973
3,"std",2500,"beta",0.0693099724943784
3,"std",2500,"beta",0.201519611359405
3,"std",2500,"beta",0.0417513324018418
3,"std",2500,"beta",0.0623257629462526
3,"std",2500,"beta",0.174594597775039
3,"std",2500,"beta",0.0603560011028498
3,"std",2500,"beta",0.0439313008809277
3,"std",2500,"beta",0.0946687923484653
3,"std",2500,"beta",0.0676564755092239
3,"std",2500,"beta",0.0422280094567603
3,"std",2500,"beta",0.0741871814191222
3,"std",2500,"beta",0.0663678384312907
3,"std",2500,"beta",0.0515319448228202
3,"std",2500,"beta",0.0734575309634176
3,"std",2500,"beta",0.0303229701479713
3,"std",2500,"beta",0.0509808327773296
3,"std",2500,"beta",0.0323327499443814
3,"std",2500,"beta",0.0535901080119772
3,"std",2500,"beta",0.0885258610675507
3,"std",2500,"beta",0.0387941557482227
3,"std",2500,"beta",0.051646922080779
3,"std",2500,"beta",0.0482132937404508
3,"std",2500,"beta",0.0578331953378756
3,"std",2500,"beta",0.059803754058682
3,"std",2500,"beta",0.0419797664802481
3,"std",2500,"beta",0.0684608581822742
3,"std",2500,"beta",0.0480872398197422
3,"std",2500,"beta",0.0531758784827943
3,"std",2500,"beta",0.0645340615691612
3,"std",2500,"beta",0.0418120833414522
3,"std",2500,"beta",0.0646182970370929
3,"std",2500,"beta",0.0828476635833151
3,"std",2500,"beta",0.0774172259185223
3,"std",2500,"beta",0.264786376122516
3,"std",2500,"beta",0.0342012702314817
3,"std",2500,"beta",0.0515935399401265
3,"std",2500,"beta",0.0363242085771016
3,"std",2500,"beta",0.0459702529483271
3,"std",2500,"beta",0.0914667405508058
3,"std",2500,"beta",0.0594137638123988
3,"std",2500,"beta",0.00331264700177998
3,"std",2500,"beta",0.042622030531588
3,"std",2500,"beta",0.061160233703657
3,"std",2500,"beta",0.0711927310495654
3,"std",2500,"beta",0.0364901948798453
3,"std",2500,"beta",0.0528123958224414
3,"std",2500,"beta",0.0393613309053758
3,"std",2500,"beta",0.0429805216409622
3,"std",2500,"beta",0.0478374264234611
3,"std",2500,"beta",0.0441936560204539
3,"std",2500,"beta",0.0449739237880485
3,"std",5000,"beta",0.0355061241648112
3,"std",5000,"beta",0.0349558828479659
3,"std",5000,"beta",0.0455862262947051
3,"std",5000,"beta",0.0616751954699647
3,"std",5000,"beta",0.0543281490352151
3,"std",5000,"beta",0.0302254077704864
3,"std",5000,"beta",0.0436025629584645
3,"std",5000,"beta",0.0618513459532019
3,"std",5000,"beta",0.0244535036282515
3,"std",5000,"beta",0.0479127158308478
3,"std",5000,"beta",0.0255315558062544
3,"std",5000,"beta",0.0336499696981771
3,"std",5000,"beta",0.049347242882949
3,"std",5000,"beta",0.0657368586775801
3,"std",5000,"beta",0.0345678518018031
3,"std",5000,"beta",0.0365684412410969
3,"std",5000,"beta",0.0259838571627311
3,"std",5000,"beta",0.0385978831326558
3,"std",5000,"beta",0.0176101724077351
3,"std",5000,"beta",0.0204450396466279
3,"std",5000,"beta",0.0269008434787042
3,"std",5000,"beta",0.0373772202373298
3,"std",5000,"beta",0.0241125712772326
3,"std",5000,"beta",0.0360206583397332
3,"std",5000,"beta",0.0432745056733301
3,"std",5000,"beta",0.0354219210863945
3,"std",5000,"beta",0.0281365028213546
3,"std",5000,"beta",0.0253018365216201
3,"std",5000,"beta",0.0417341950656165
3,"std",5000,"beta",0.041373511240943
3,"std",5000,"beta",0.0327022697783169
3,"std",5000,"beta",0.0255925798374559
3,"std",5000,"beta",0.0308204198149891
3,"std",5000,"beta",0.0416269733007019
3,"std",5000,"beta",0.0247395043184238
3,"std",5000,"beta",0.0338152383933615
3,"std",5000,"beta",0.0295492142129767
3,"std",5000,"beta",0.0344423192419685
3,"std",5000,"beta",0.0388474084102329
3,"std",5000,"beta",0.0320215077513584
3,"std",5000,"beta",0.0382732203462786
3,"std",5000,"beta",0.0352871958414715
3,"std",5000,"beta",0.031906582383903
3,"std",5000,"beta",0.0427625627866912
3,"std",5000,"beta",0.0662786080009387
3,"std",5000,"beta",0.0459729452976381
3,"std",5000,"beta",0.0417633469247105
3,"std",5000,"beta",0.0347326349988972
3,"std",5000,"beta",0.0688117958820532
3,"std",5000,"beta",0.0240477604488686
3,"std",5000,"beta",0.0304092860352056
3,"std",5000,"beta",0.0453992369212454
3,"std",5000,"beta",0.0241502736715555
3,"std",5000,"beta",0.0312311656233977
3,"std",5000,"beta",0.0635121137241794
3,"std",5000,"beta",0.0316310910796122
3,"std",5000,"beta",0.0283427784734889
3,"std",5000,"beta",0.0384239804738439
3,"std",5000,"beta",0.0288843243068251
3,"std",5000,"beta",0.0293206648621187
3,"std",5000,"beta",0.0589921672590138
3,"std",5000,"beta",0.0280275552213301
3,"std",5000,"beta",0.0248574191026321
3,"std",5000,"beta",0.0434198655120337
3,"std",5000,"beta",0.0247287751573502
3,"std",5000,"beta",0.0481028028088421
3,"std",5000,"beta",0.0415308539776892
3,"std",5000,"beta",0.0217099328068321
3,"std",5000,"beta",0.0500112119985782
3,"std",5000,"beta",0.0393167561081188
3,"std",5000,"beta",0.0298830659746321
3,"std",5000,"beta",0.0381383577280052
3,"std",5000,"beta",0.0372583593241462
3,"std",5000,"beta",0.0325157640892703
3,"std",5000,"beta",0.0601312860527014
3,"std",5000,"beta",0.0292334515746271
3,"std",5000,"beta",0.0386831494010772
3,"std",5000,"beta",0.0342801498739009
3,"std",5000,"beta",0.0374152937077342
3,"std",5000,"beta",0.0431603329848661
3,"std",5000,"beta",0.0436347011237219
3,"std",5000,"beta",0.03158199392389
3,"std",5000,"beta",0.0451062603883831
3,"std",5000,"beta",0.0304075096175262
3,"std",5000,"beta",0.0241937950943438
3,"std",5000,"beta",0.0286445201752013
3,"std",5000,"beta",0.0309384070583987
3,"std",5000,"beta",0.0237082374615097
3,"std",5000,"beta",0.0229623851796903
3,"std",5000,"beta",0.0410836752879391
3,"std",5000,"beta",0.0522126008170952
3,"std",5000,"beta",0.0382564823878395
3,"std",5000,"beta",0.0238215722506966
3,"std",5000,"beta",0.0406428974223268
3,"std",5000,"beta",0.0334483423612156
3,"std",5000,"beta",0.0309228341685963
3,"std",5000,"beta",0.023362731168347
3,"std",5000,"beta",0.0346742875234796
3,"std",5000,"beta",0.0371378207413578
3,"std",5000,"beta",0.0246891973287108
3,"std",10000,"beta",0.0329182379605805
3,"std",10000,"beta",0.0331780789865609
3,"std",10000,"beta",0.0322619926966913
3,"std",10000,"beta",0.0305026285845204
3,"std",10000,"beta",0.0186184089912084
3,"std",10000,"beta",0.0298503224852689
3,"std",10000,"beta",0.0354819877910501
3,"std",10000,"beta",0.0175148317685889
3,"std",10000,"beta",0.031851363714775
3,"std",10000,"beta",0.0180598304783578
3,"std",10000,"beta",0.0335093974501107
3,"std",10000,"beta",0.0197275984472036
3,"std",10000,"beta",0.0184052018247008
3,"std",10000,"beta",0.0218985160987145
3,"std",10000,"beta",0.0257285333003444
3,"std",10000,"beta",0.0181467989123015
3,"std",10000,"beta",0.0311620584992122
3,"std",10000,"beta",0.0220232505351472
3,"std",10000,"beta",0.0221219887743297
3,"std",10000,"beta",0.0252940174442096
3,"std",10000,"beta",0.0216839685898113
3,"std",10000,"beta",0.029607418991576
3,"std",10000,"beta",0.0166724799574147
3,"std",10000,"beta",0.024694254696266
3,"std",10000,"beta",0.0247375034967937
3,"std",10000,"beta",0.0199695757159716
3,"std",10000,"beta",0.0308300984132199
3,"std",10000,"beta",0.0264457983017835
3,"std",10000,"beta",0.0355831667069731
3,"std",10000,"beta",0.0243852431508672
3,"std",10000,"beta",0.0284623241551641
3,"std",10000,"beta",0.02898871659188
3,"std",10000,"beta",0.0295930688132455
3,"std",10000,"beta",0.0276070456913634
3,"std",10000,"beta",0.0261024974480013
3,"std",10000,"beta",0.0277236147050283
3,"std",10000,"beta",0.0274835030321473
3,"std",10000,"beta",0.0251894508708856
3,"std",10000,"beta",0.0287947935054161
3,"std",10000,"beta",0.0192322302520973
3,"std",10000,"beta",0.026248235960692
3,"std",10000,"beta",0.0544119991611252
3,"std",10000,"beta",0.0255268243505162
3,"std",10000,"beta",0.0225989280624251
3,"std",10000,"beta",0.0292513270421088
3,"std",10000,"beta",0.0388371684273921
3,"std",10000,"beta",0.0247481222921833
3,"std",10000,"beta",0.0248725630175358
3,"std",10000,"beta",0.017356048512914
3,"std",10000,"beta",0.0232509509388858
3,"std",10000,"beta",0.0218759286892246
3,"std",10000,"beta",0.035028222632461
3,"std",10000,"beta",0.0225999364297282
3,"std",10000,"beta",0.0214489833688067
3,"std",10000,"beta",0.0166191099960075
3,"std",10000,"beta",0.0280937767077859
3,"std",10000,"beta",0.0196116011655391
3,"std",10000,"beta",0.0261949965483778
3,"std",10000,"beta",0.0221387782122298
3,"std",10000,"beta",0.048029347351809
3,"std",10000,"beta",0.0207122517563249
3,"std",10000,"beta",0.0213127064733883
3,"std",10000,"beta",0.0272871732372692
3,"std",10000,"beta",0.0384434251041373
3,"std",10000,"beta",0.034230767509161
3,"std",10000,"beta",0.0282798462408572
3,"std",10000,"beta",0.0198597334018378
3,"std",10000,"beta",0.0616240681353148
3,"std",10000,"beta",0.0327794134901308
3,"std",10000,"beta",0.0247927043460317
3,"std",10000,"beta",0.0334476033011674
3,"std",10000,"beta",0.0279036193144534
3,"std",10000,"beta",0.0314755230282731
3,"std",10000,"beta",0.0192647811840719
3,"std",10000,"beta",0.0220565788322218
3,"std",10000,"beta",0.0332037386395466
3,"std",10000,"beta",0.0256718732687721
3,"std",10000,"beta",0.027073570604597
3,"std",10000,"beta",0.0340704428364231
3,"std",10000,"beta",0.0219288612869398
3,"std",10000,"beta",0.0263813971934969
3,"std",10000,"beta",0.0508600117643106
3,"std",10000,"beta",0.0295187532373368
3,"std",10000,"beta",0.0401302046227553
3,"std",10000,"beta",0.0244177629204581
3,"std",10000,"beta",0.0244093922317298
3,"std",10000,"beta",0.0339270812047794
3,"std",10000,"beta",0.0279947826953024
3,"std",10000,"beta",0.0289364580143886
3,"std",10000,"beta",0.0290919802566594
3,"std",10000,"beta",0.0248491276823158
3,"std",10000,"beta",0.0349850053681202
3,"std",10000,"beta",0.0259104699694023
3,"std",10000,"beta",0.0206888646475621
3,"std",10000,"beta",0.0461708321825343
3,"std",10000,"beta",0.0285729092933836
3,"std",10000,"beta",0.0262689782999852
3,"std",10000,"beta",0.0272060215056082
3,"std",10000,"beta",0.0199844097153026
3,"std",10000,"beta",0.0220314592691236
1,"snorm",100,"omega",0.000554995942399626
1,"snorm",100,"omega",0.178776220123981
1,"snorm",100,"omega",0.0310011018254262
1,"snorm",100,"omega",0.871966024357987
1,"snorm",100,"omega",0.281253796895214
1,"snorm",100,"omega",0.284138966512118
1,"snorm",100,"omega",0.261476316074137
1,"snorm",100,"omega",0.362920923714957
1,"snorm",100,"omega",0.185530740817866
1,"snorm",100,"omega",0.552746699829128
1,"snorm",100,"omega",0.195527756558147
1,"snorm",100,"omega",1.22566533773149
1,"snorm",100,"omega",0.300953251661851
1,"snorm",100,"omega",0.410512120049778
1,"snorm",100,"omega",0.0630851788058419
1,"snorm",100,"omega",0.919420250907097
1,"snorm",100,"omega",0.834044570270366
1,"snorm",100,"omega",0.281370350339038
1,"snorm",100,"omega",0.55294949048055
1,"snorm",100,"omega",2.62089326457479
1,"snorm",100,"omega",0.141690797612748
1,"snorm",100,"omega",0.247282635941874
1,"snorm",100,"omega",0.589036115853368
1,"snorm",100,"omega",0.251673263286803
1,"snorm",100,"omega",0.43918800171625
1,"snorm",100,"omega",1.42043320494749
1,"snorm",100,"omega",0.513806553987039
1,"snorm",100,"omega",0.497181368288104
1,"snorm",100,"omega",0.916694785184206
1,"snorm",100,"omega",0.744727320613504
1,"snorm",100,"omega",0.114322672946742
1,"snorm",100,"omega",0.340663760850197
1,"snorm",100,"omega",0.171577105844123
1,"snorm",100,"omega",0.878168247485203
1,"snorm",100,"omega",0.186610016648461
1,"snorm",100,"omega",0.725360500731527
1,"snorm",100,"omega",1.47251815732427
1,"snorm",100,"omega",0.310545687918312
1,"snorm",100,"omega",0.146946043865135
