"model","dist","n","parameter","std"
2,"std",500,"alpha",0.260962608448014
2,"std",500,"alpha",0.132163578646625
2,"std",500,"alpha",0.140799844725708
2,"std",500,"alpha",0.286923143924152
2,"std",500,"alpha",0.13020448986491
2,"std",500,"alpha",0.131775309611872
2,"std",500,"alpha",0.162547006005301
2,"std",500,"alpha",0.21830620800978
2,"std",500,"alpha",0.258496781451996
2,"std",500,"alpha",0.112331568581175
2,"std",500,"alpha",0.144560152918422
2,"std",500,"alpha",0.205381635010545
2,"std",500,"alpha",0.0119371333598851
2,"std",500,"alpha",0.129089043315872
2,"std",500,"alpha",0.302175390983778
2,"std",500,"alpha",0.262227697803584
2,"std",500,"alpha",0.132811687841359
2,"std",500,"alpha",0.332702045454622
2,"std",500,"alpha",0.178185150560112
2,"std",500,"alpha",0.238410414510574
2,"std",500,"alpha",0.138739962016116
2,"std",500,"alpha",0.0884807257751705
2,"std",500,"alpha",0.140731608110461
2,"std",500,"alpha",0.164210001227293
2,"std",500,"alpha",0.201947761008806
2,"std",500,"alpha",0.135465899543699
2,"std",500,"alpha",0.12635946361812
2,"std",500,"alpha",0.176037952304994
2,"std",500,"alpha",0.221744283007168
2,"std",500,"alpha",0.16742608875073
2,"std",500,"alpha",0.126644124336114
2,"std",500,"alpha",0.20003360016468
2,"std",500,"alpha",0.167818692619304
2,"std",500,"alpha",0.11221128034245
2,"std",500,"alpha",0.110693624986691
2,"std",500,"alpha",0.149316957716651
2,"std",500,"alpha",0.0923627396325379
2,"std",500,"alpha",0.118911239366655
2,"std",500,"alpha",0.154353346999674
2,"std",500,"alpha",0.110146080178822
2,"std",500,"alpha",0.159376800339182
2,"std",500,"alpha",0.153777413037031
2,"std",500,"alpha",0.183661132038454
2,"std",500,"alpha",0.178140819630807
2,"std",500,"alpha",0.133206085489443
2,"std",500,"alpha",0.204202831898886
2,"std",500,"alpha",0.266244388223098
2,"std",500,"alpha",0.165776533755817
2,"std",500,"alpha",0.141531405870604
2,"std",500,"alpha",0.210853159037529
2,"std",500,"alpha",0.192822861751841
2,"std",500,"alpha",0.150704566505254
2,"std",500,"alpha",0.109835427342498
2,"std",500,"alpha",0.112317430302137
2,"std",500,"alpha",0.139127956786698
2,"std",500,"alpha",0.136231294881304
2,"std",500,"alpha",0.12830383135557
2,"std",500,"alpha",0.00435221275205998
2,"std",500,"alpha",0.147495449895154
2,"std",500,"alpha",0.149312919806832
2,"std",500,"alpha",0.115201314288543
2,"std",500,"alpha",0.122999039298315
2,"std",500,"alpha",0.178322591694907
2,"std",500,"alpha",0.151749697551181
2,"std",500,"alpha",0.117436709725134
2,"std",500,"alpha",0.178906337072743
2,"std",500,"alpha",0.130201743221524
2,"std",500,"alpha",0.138673809343602
2,"std",500,"alpha",0.129968679620183
2,"std",500,"alpha",0.13678786797361
2,"std",500,"alpha",0.166876131916274
2,"std",500,"alpha",0.110609132479496
2,"std",500,"alpha",0.194539459473227
2,"std",1000,"alpha",0.0930881026641589
2,"std",1000,"alpha",0.106613062903793
2,"std",1000,"alpha",0.115471853081433
2,"std",1000,"alpha",0.110957515226381
2,"std",1000,"alpha",0.168661492437773
2,"std",1000,"alpha",0.15609048768436
2,"std",1000,"alpha",0.0941220458693862
2,"std",1000,"alpha",0.198331021939342
2,"std",1000,"alpha",0.112790073772979
2,"std",1000,"alpha",0.151962396025437
2,"std",1000,"alpha",0.0976903912202293
2,"std",1000,"alpha",0.1178435690786
2,"std",1000,"alpha",0.0960355347891965
2,"std",1000,"alpha",0.130670105320923
2,"std",1000,"alpha",0.145216325254163
2,"std",1000,"alpha",0.122668864474554
2,"std",1000,"alpha",0.103806221224371
2,"std",1000,"alpha",0.0961627889601607
2,"std",1000,"alpha",0.122381224618943
2,"std",1000,"alpha",0.0922631688417796
2,"std",1000,"alpha",0.235675960577038
2,"std",1000,"alpha",0.144996388140909
2,"std",1000,"alpha",0.107413603558291
2,"std",1000,"alpha",0.136931948862964
2,"std",1000,"alpha",0.155764994786559
2,"std",1000,"alpha",0.111284846033976
2,"std",1000,"alpha",0.126337484143756
2,"std",1000,"alpha",0.116300325600189
2,"std",1000,"alpha",0.0846666601990022
2,"std",1000,"alpha",0.123387160225892
2,"std",1000,"alpha",0.123208522448202
2,"std",1000,"alpha",0.0987294188208144
2,"std",1000,"alpha",0.148327724268341
2,"std",1000,"alpha",0.107208446840754
2,"std",1000,"alpha",0.134126795060954
2,"std",1000,"alpha",0.0739694489865929
2,"std",1000,"alpha",0.153657368414564
2,"std",1000,"alpha",0.132357714328093
2,"std",1000,"alpha",0.139684754046471
2,"std",1000,"alpha",0.112767493400605
2,"std",1000,"alpha",0.142670935838267
2,"std",1000,"alpha",0.125881527245124
2,"std",1000,"alpha",0.0996779373516014
2,"std",1000,"alpha",0.131426024056631
2,"std",1000,"alpha",0.105298225898196
2,"std",1000,"alpha",0.258712357386824
2,"std",1000,"alpha",0.0970731306707481
2,"std",1000,"alpha",0.108932287588373
2,"std",1000,"alpha",0.163907367002094
2,"std",1000,"alpha",0.116007490467731
2,"std",1000,"alpha",0.163142383812707
2,"std",1000,"alpha",0.11198079066767
2,"std",1000,"alpha",0.103707759852878
2,"std",1000,"alpha",0.137315767615121
2,"std",1000,"alpha",0.154238446893969
2,"std",1000,"alpha",0.124024594756424
2,"std",1000,"alpha",0.130963794595251
2,"std",1000,"alpha",0.137320825198837
2,"std",1000,"alpha",0.161446696543471
2,"std",1000,"alpha",0.142778684333685
2,"std",1000,"alpha",0.151810709165476
2,"std",1000,"alpha",0.168786497005451
2,"std",1000,"alpha",0.11549542121859
2,"std",1000,"alpha",0.172377135367688
2,"std",1000,"alpha",0.157407935230405
2,"std",1000,"alpha",0.0964373488580294
2,"std",1000,"alpha",0.110532943334104
2,"std",1000,"alpha",0.184731776734341
2,"std",1000,"alpha",0.112230727985194
2,"std",1000,"alpha",0.127077859564562
2,"std",1000,"alpha",0.15849976624537
2,"std",1000,"alpha",0.140689182175649
2,"std",1000,"alpha",0.154989936780973
2,"std",1000,"alpha",0.096423404707972
2,"std",1000,"alpha",0.0969139371631785
2,"std",1000,"alpha",0.277792112372507
2,"std",1000,"alpha",0.091535506503815
2,"std",1000,"alpha",0.133657239469234
2,"std",1000,"alpha",0.132568858144282
2,"std",1000,"alpha",0.100126865542488
2,"std",1000,"alpha",0.109766728847787
2,"std",1000,"alpha",0.139617386992545
2,"std",1000,"alpha",0.105228348457401
2,"std",1000,"alpha",0.126059411812189
2,"std",1000,"alpha",0.134396188560464
2,"std",1000,"alpha",0.0887168057360983
2,"std",1000,"alpha",0.168934544266461
2,"std",1000,"alpha",0.0808926051237775
2,"std",1000,"alpha",0.110926803187053
2,"std",1000,"alpha",0.105163358843198
2,"std",1000,"alpha",0.146330731619545
2,"std",1000,"alpha",0.0921615386774582
2,"std",1000,"alpha",0.133190728558526
2,"std",1000,"alpha",0.135789990292074
2,"std",1000,"alpha",0.143027926176774
2,"std",1000,"alpha",0.11792333251686
2,"std",1000,"alpha",0.0768676505470634
2,"std",1000,"alpha",0.18417574419415
2,"std",1000,"alpha",0.137750252030001
2,"std",1000,"alpha",0.145869486507689
2,"std",2500,"alpha",0.0649402523661137
2,"std",2500,"alpha",0.0744012781086785
2,"std",2500,"alpha",0.0744280932691971
2,"std",2500,"alpha",0.081476248724233
2,"std",2500,"alpha",0.0910702920593429
2,"std",2500,"alpha",0.10790658793335
2,"std",2500,"alpha",0.150708898576054
2,"std",2500,"alpha",0.0724023861764491
2,"std",2500,"alpha",0.089440563071943
2,"std",2500,"alpha",0.0664204082259309
2,"std",2500,"alpha",0.0681708793573422
2,"std",2500,"alpha",0.077365891919063
2,"std",2500,"alpha",0.073283019749757
2,"std",2500,"alpha",0.10363380030059
2,"std",2500,"alpha",0.0989092462307064
2,"std",2500,"alpha",0.0798602414112697
2,"std",2500,"alpha",0.0847431527736833
2,"std",2500,"alpha",0.0905947787958292
2,"std",2500,"alpha",0.0819852468116284
2,"std",2500,"alpha",0.0997661253500105
2,"std",2500,"alpha",0.0569779536462539
2,"std",2500,"alpha",0.0805771204435063
2,"std",2500,"alpha",0.0852068688684763
2,"std",2500,"alpha",0.0651313368004218
2,"std",2500,"alpha",0.0992243524458721
2,"std",2500,"alpha",0.0802455481582909
2,"std",2500,"alpha",0.0866403198682548
2,"std",2500,"alpha",0.0580246917976621
2,"std",2500,"alpha",0.0722979789027704
2,"std",2500,"alpha",0.0634506284139652
2,"std",2500,"alpha",0.0908278537561674
2,"std",2500,"alpha",0.0679899907361455
2,"std",2500,"alpha",0.0849583866607853
2,"std",2500,"alpha",0.205339148169098
2,"std",2500,"alpha",0.0883636353579775
2,"std",2500,"alpha",0.079801940456878
2,"std",2500,"alpha",0.14014588439814
2,"std",2500,"alpha",0.0980762186297794
2,"std",2500,"alpha",0.094463340143983
2,"std",2500,"alpha",0.0765111127685402
2,"std",2500,"alpha",0.111654915254991
2,"std",2500,"alpha",0.0744999511201963
2,"std",2500,"alpha",0.0965219065174622
2,"std",2500,"alpha",0.104935135167788
2,"std",2500,"alpha",0.0743901835391602
2,"std",2500,"alpha",0.097525155292353
2,"std",2500,"alpha",0.122334044789787
2,"std",2500,"alpha",0.0807809597371437
2,"std",2500,"alpha",0.12292203233365
2,"std",2500,"alpha",0.0955238749545422
2,"std",2500,"alpha",0.0614676489672769
2,"std",2500,"alpha",0.0823552843280203
2,"std",2500,"alpha",0.089762104298854
2,"std",2500,"alpha",0.136135907778597
2,"std",2500,"alpha",0.0795519855120255
2,"std",2500,"alpha",0.080219737303082
2,"std",2500,"alpha",0.110436708632457
2,"std",2500,"alpha",0.062482470146792
2,"std",2500,"alpha",0.0861059313650422
2,"std",2500,"alpha",0.0995825268080762
2,"std",2500,"alpha",0.0801062102721955
2,"std",2500,"alpha",0.0701021854498485
2,"std",2500,"alpha",0.0769333538283613
2,"std",2500,"alpha",0.065321935317485
2,"std",2500,"alpha",0.00092613729937522
2,"std",2500,"alpha",0.0782186446760393
2,"std",2500,"alpha",0.0904049488477108
2,"std",2500,"alpha",0.0683409586542787
2,"std",2500,"alpha",0.0665472134330317
2,"std",2500,"alpha",0.0830252300467762
2,"std",2500,"alpha",0.0713059535935415
2,"std",2500,"alpha",0.0887103681904739
2,"std",2500,"alpha",0.0817545371374891
2,"std",2500,"alpha",0.0867017343939763
2,"std",2500,"alpha",0.0807329362177766
2,"std",2500,"alpha",0.158533802756682
2,"std",2500,"alpha",0.0954854482237928
2,"std",2500,"alpha",0.0863406076192626
2,"std",2500,"alpha",0.0771464096844145
2,"std",2500,"alpha",0.0991113093766224
2,"std",2500,"alpha",0.103469567238691
2,"std",2500,"alpha",0.19746956481559
2,"std",2500,"alpha",0.0903130584529991
2,"std",2500,"alpha",0.0973731197300299
2,"std",2500,"alpha",0.0575210487276338
2,"std",2500,"alpha",0.08041511413523
2,"std",2500,"alpha",0.0727087355633536
2,"std",2500,"alpha",0.0669041712436879
2,"std",2500,"alpha",0.107165100074908
2,"std",2500,"alpha",0.081558195014247
2,"std",2500,"alpha",0.0671678730559576
2,"std",2500,"alpha",0.0826956584441181
2,"std",2500,"alpha",0.106480933560229
2,"std",2500,"alpha",0.140692978256546
2,"std",2500,"alpha",0.0836237669903843
2,"std",2500,"alpha",0.091587387697208
2,"std",2500,"alpha",0.160074658337115
2,"std",2500,"alpha",0.101204699314003
2,"std",2500,"alpha",0.069978745409103
2,"std",2500,"alpha",0.0976001837109305
2,"std",5000,"alpha",0.0611961250971447
2,"std",5000,"alpha",0.0567631957749868
2,"std",5000,"alpha",0.056651789811496
2,"std",5000,"alpha",0.0915796383861483
2,"std",5000,"alpha",0.053348538700832
2,"std",5000,"alpha",0.0538378334173362
2,"std",5000,"alpha",0.0963846162838461
2,"std",5000,"alpha",0.056390834989512
2,"std",5000,"alpha",0.109566105441442
2,"std",5000,"alpha",0.0644439849859776
2,"std",5000,"alpha",0.0498209221393434
2,"std",5000,"alpha",0.0616410282364688
2,"std",5000,"alpha",0.055490131105205
2,"std",5000,"alpha",0.0880750619649786
2,"std",5000,"alpha",0.0680749154813382
2,"std",5000,"alpha",0.0616613565327622
2,"std",5000,"alpha",0.075491492952209
2,"std",5000,"alpha",0.0521963368411368
2,"std",5000,"alpha",0.0473697942137033
2,"std",5000,"alpha",0.0540551609492721
2,"std",5000,"alpha",0.0523729663793874
2,"std",5000,"alpha",0.0674610043567052
2,"std",5000,"alpha",0.0493141518524565
2,"std",5000,"alpha",0.0601092216188634
2,"std",5000,"alpha",0.0614288871267691
2,"std",5000,"alpha",0.0727216743224587
2,"std",5000,"alpha",0.0561996317385539
2,"std",5000,"alpha",0.0549316136289606
2,"std",5000,"alpha",0.0605936275607792
2,"std",5000,"alpha",0.0632697734858487
2,"std",5000,"alpha",0.0653261720033646
2,"std",5000,"alpha",0.0580779447863029
2,"std",5000,"alpha",0.0665993995310547
2,"std",5000,"alpha",0.0600273570167457
2,"std",5000,"alpha",0.0948240061167164
2,"std",5000,"alpha",0.0801739816051626
2,"std",5000,"alpha",0.097705912730802
2,"std",5000,"alpha",0.0687594088400826
2,"std",5000,"alpha",0.0654282373756503
2,"std",5000,"alpha",0.058112561452717
2,"std",5000,"alpha",0.0490488345406608
2,"std",5000,"alpha",0.0586091156356206
2,"std",5000,"alpha",0.0952554211875791
2,"std",5000,"alpha",0.0716968923124141
2,"std",5000,"alpha",0.0578964567113085
2,"std",5000,"alpha",0.0469148638672288
2,"std",5000,"alpha",0.0542814111278841
2,"std",5000,"alpha",0.0599434549504715
2,"std",5000,"alpha",0.0598515129630585
2,"std",5000,"alpha",0.0579914321276679
2,"std",5000,"alpha",0.080953378282453
2,"std",5000,"alpha",0.0673804887891191
2,"std",5000,"alpha",0.0559624945567752
2,"std",5000,"alpha",0.0808017446716877
2,"std",5000,"alpha",0.133529081969377
2,"std",5000,"alpha",0.0530278691992423
2,"std",5000,"alpha",0.0741183606791021
2,"std",5000,"alpha",0.0782476486229663
2,"std",5000,"alpha",0.0598741740577937
2,"std",5000,"alpha",0.0937387751474417
2,"std",5000,"alpha",0.0568337021478071
2,"std",5000,"alpha",0.0622358570196266
2,"std",5000,"alpha",0.0611197127411663
2,"std",5000,"alpha",0.0508405764368827
2,"std",5000,"alpha",0.0569427470384716
2,"std",5000,"alpha",0.0638701752406536
2,"std",5000,"alpha",0.0718431733195204
2,"std",5000,"alpha",0.0719405962422469
2,"std",5000,"alpha",0.0590629766039637
2,"std",5000,"alpha",0.0452963505886713
2,"std",5000,"alpha",0.0540816450880111
2,"std",5000,"alpha",0.164299701317533
2,"std",5000,"alpha",0.0473758299631065
2,"std",5000,"alpha",0.0868149386761775
2,"std",5000,"alpha",0.0624347613671323
2,"std",5000,"alpha",0.0514548797584483
2,"std",5000,"alpha",0.062185467981824
2,"std",5000,"alpha",0.0624807299411334
2,"std",5000,"alpha",0.046824334657229
2,"std",5000,"alpha",0.0823485076209144
2,"std",5000,"alpha",0.0496743289340135
2,"std",5000,"alpha",0.0746387679845736
2,"std",5000,"alpha",0.187716711644104
2,"std",5000,"alpha",0.0666717179942895
2,"std",5000,"alpha",0.0562061540241071
2,"std",5000,"alpha",0.0554316036376356
2,"std",5000,"alpha",0.0599718630333641
2,"std",5000,"alpha",0.0677893960050056
2,"std",5000,"alpha",0.0664890283238185
2,"std",5000,"alpha",0.0555157068404832
2,"std",5000,"alpha",0.0683615893566681
2,"std",5000,"alpha",0.0682133365479395
2,"std",5000,"alpha",0.0521258136280583
2,"std",5000,"alpha",0.0699170492184586
2,"std",5000,"alpha",0.0676580602671784
2,"std",5000,"alpha",0.0623258950127807
2,"std",5000,"alpha",0.0704987930598826
2,"std",5000,"alpha",0.0494975140008851
2,"std",5000,"alpha",0.0651260667479766
2,"std",5000,"alpha",0.0539653585223466
2,"std",10000,"alpha",0.034436622347513
2,"std",10000,"alpha",0.0433548302512719
2,"std",10000,"alpha",0.0513444802755845
2,"std",10000,"alpha",0.0443619130050818
2,"std",10000,"alpha",0.0638091461424699
2,"std",10000,"alpha",0.0518687985295193
2,"std",10000,"alpha",0.0465036533265361
2,"std",10000,"alpha",0.0615899963310949
2,"std",10000,"alpha",0.0404326873259474
2,"std",10000,"alpha",0.0429848856690122
2,"std",10000,"alpha",0.039048759860712
2,"std",10000,"alpha",0.0441381712558683
2,"std",10000,"alpha",0.0400385307574355
2,"std",10000,"alpha",0.0410564403692146
2,"std",10000,"alpha",0.0420959439211015
2,"std",10000,"alpha",0.0572894939436527
2,"std",10000,"alpha",0.0838561591807355
2,"std",10000,"alpha",0.0397191080818852
2,"std",10000,"alpha",0.0504163553516583
2,"std",10000,"alpha",0.0444270407274217
2,"std",10000,"alpha",0.137414667322997
2,"std",10000,"alpha",0.0397557852211297
2,"std",10000,"alpha",0.0395672718444136
2,"std",10000,"alpha",0.040950757004745
2,"std",10000,"alpha",0.0411690180951893
2,"std",10000,"alpha",0.0404347574979289
2,"std",10000,"alpha",0.0498240268199342
2,"std",10000,"alpha",0.0423977158886367
2,"std",10000,"alpha",0.0407237354712683
2,"std",10000,"alpha",0.0484154819658208
2,"std",10000,"alpha",0.0404635968068962
2,"std",10000,"alpha",0.0594376903636132
2,"std",10000,"alpha",0.0474477194610875
2,"std",10000,"alpha",0.0423135202782539
2,"std",10000,"alpha",0.0534829946185042
2,"std",10000,"alpha",0.0420082518973439
2,"std",10000,"alpha",0.0415890494766494
2,"std",10000,"alpha",0.042252931676202
2,"std",10000,"alpha",0.0429378654852721
2,"std",10000,"alpha",0.0365239336650706
2,"std",10000,"alpha",0.0398759867626755
2,"std",10000,"alpha",0.0443939587495119
2,"std",10000,"alpha",0.0400100302078529
2,"std",10000,"alpha",0.0448118750937194
2,"std",10000,"alpha",0.0428209204207516
2,"std",10000,"alpha",0.0397798075023875
2,"std",10000,"alpha",0.0454589829839957
2,"std",10000,"alpha",0.0501853398253922
2,"std",10000,"alpha",0.0462270693055278
2,"std",10000,"alpha",0.0426500931172003
2,"std",10000,"alpha",0.0541607543819639
2,"std",10000,"alpha",0.0385711130960391
2,"std",10000,"alpha",0.0396790495339177
2,"std",10000,"alpha",0.0447680460607347
2,"std",10000,"alpha",0.0771436258622579
2,"std",10000,"alpha",0.0490285494326511
2,"std",10000,"alpha",0.0522414610527857
2,"std",10000,"alpha",0.0574354604709061
2,"std",10000,"alpha",0.0521305456865154
2,"std",10000,"alpha",0.0454084637137768
2,"std",10000,"alpha",0.0742592559247177
2,"std",10000,"alpha",0.0401216524443117
2,"std",10000,"alpha",0.0492168864245739
2,"std",10000,"alpha",0.0411019840567718
2,"std",10000,"alpha",0.0409124508392536
2,"std",10000,"alpha",0.0427024507918383
2,"std",10000,"alpha",0.0492793934661554
2,"std",10000,"alpha",0.0537784323796708
2,"std",10000,"alpha",0.0435361448232306
2,"std",10000,"alpha",0.0495093548527939
2,"std",10000,"alpha",0.0399410746630904
2,"std",10000,"alpha",0.0360528650614908
2,"std",10000,"alpha",0.0469335784998551
2,"std",10000,"alpha",0.0526020982685947
2,"std",10000,"alpha",0.0384108264256111
2,"std",10000,"alpha",0.0365808220034646
2,"std",10000,"alpha",0.0400903534405474
2,"std",10000,"alpha",0.0621826724244077
2,"std",10000,"alpha",0.0424375967877587
2,"std",10000,"alpha",0.0435533135133187
2,"std",10000,"alpha",0.0423136896546862
2,"std",10000,"alpha",0.0850155632999781
2,"std",10000,"alpha",0.0402366875514012
2,"std",10000,"alpha",0.046439553965229
2,"std",10000,"alpha",0.0454513396364315
2,"std",10000,"alpha",0.0429934007865612
2,"std",10000,"alpha",0.0396584567260049
2,"std",10000,"alpha",0.0543586037371211
2,"std",10000,"alpha",0.037763147704626
2,"std",10000,"alpha",0.0450685014651007
2,"std",10000,"alpha",0.0465528146383475
2,"std",10000,"alpha",0.0441335029290618
2,"std",10000,"alpha",0.0631370633212389
2,"std",10000,"alpha",0.0534492004935975
2,"std",10000,"alpha",0.0401278431472708
2,"std",10000,"alpha",0.0492648041882968
2,"std",10000,"alpha",0.0352565004611875
2,"std",10000,"alpha",0.0425046381476192
2,"std",10000,"alpha",0.0478324200558887
2,"std",10000,"alpha",0.0427747020074526
2,"std",100,"beta",0.00241402845532093
2,"std",100,"beta",0.0224548298961786
2,"std",100,"beta",0.004896186257567
2,"std",100,"beta",0.179276313510191
2,"std",100,"beta",0.109068329633461
2,"std",100,"beta",0.0204018567081983
2,"std",100,"beta",0.188792095704907
2,"std",100,"beta",0.118164049817167
2,"std",100,"beta",0.0043434010219083
2,"std",100,"beta",0.127719483352692
2,"std",100,"beta",0.0723239366205855
2,"std",100,"beta",0.00587949970957516
2,"std",100,"beta",0.248238333294502
2,"std",100,"beta",0.00340369653152697
2,"std",100,"beta",0.000968894764546946
2,"std",100,"beta",0.0837250840433177
2,"std",100,"beta",0.0269058846724567
2,"std",100,"beta",0.0198461337763068
2,"std",100,"beta",0.0432557989031511
2,"std",100,"beta",0.12788647628556
2,"std",100,"beta",0.0951839239559849
2,"std",100,"beta",0.231967280625799
2,"std",100,"beta",0.136011408481271
2,"std",100,"beta",0.0679265068501402
2,"std",100,"beta",0.107616879179843
2,"std",100,"beta",0.416479552494696
2,"std",100,"beta",0.175994886685957
2,"std",100,"beta",0.000894391831355306
2,"std",100,"beta",0.0407481993821747
2,"std",100,"beta",0.000811928071440867
2,"std",100,"beta",0.00699758368142442
2,"std",100,"beta",0.00201054560278139
2,"std",100,"beta",0.130045087284652
2,"std",100,"beta",0.0383290274872598
2,"std",100,"beta",0.0733459450250563
2,"std",100,"beta",1.37629419470167
2,"std",100,"beta",0.102205721394245
2,"std",100,"beta",0.00513674764154355
2,"std",100,"beta",0.0701966057005979
2,"std",100,"beta",0.0317553575618271
2,"std",100,"beta",0.0655205831938872
2,"std",100,"beta",0.00369322693437729
2,"std",100,"beta",0.115876122728967
2,"std",100,"beta",0.0183315024338251
2,"std",100,"beta",0.000520402869030701
2,"std",100,"beta",0.0190516638053612
2,"std",100,"beta",0.0976923560959029
2,"std",100,"beta",12.4707848852244
2,"std",100,"beta",0.245158345675485
2,"std",100,"beta",0.164987245955623
2,"std",100,"beta",0.128368570941562
2,"std",100,"beta",0.00218010446031754
2,"std",100,"beta",0.0158008959424128
2,"std",100,"beta",0.0863287966809856
2,"std",100,"beta",0.103859600000343
2,"std",100,"beta",0.253503312438398
2,"std",100,"beta",0.0546336653963775
2,"std",100,"beta",0.180151287960874
2,"std",100,"beta",0.0343195180796959
2,"std",100,"beta",0.154721468173677
2,"std",100,"beta",0.00254389877960595
2,"std",100,"beta",0.0503796246736178
2,"std",100,"beta",0.00202026443408075
2,"std",100,"beta",0.122181624718681
2,"std",100,"beta",0.0609987726336975
2,"std",100,"beta",0.00766751993462013
2,"std",100,"beta",0.000886008419336934
2,"std",100,"beta",0.00190715634909894
2,"std",100,"beta",0.000502083053497519
2,"std",100,"beta",0.0591739236245995
2,"std",100,"beta",0.0153922319465555
2,"std",100,"beta",0.885659136462812
2,"std",100,"beta",0.00168230288541256
2,"std",100,"beta",0.0379812708875335
2,"std",100,"beta",0.0671753540787424
2,"std",100,"beta",0.00317508829045968
2,"std",100,"beta",0.192574605895405
2,"std",100,"beta",0.298889172892614
2,"std",100,"beta",0.0677925401351719
2,"std",100,"beta",0.334790278866472
2,"std",100,"beta",0.000642917235589045
2,"std",100,"beta",0.154923936792114
2,"std",100,"beta",0.0924348430617808
2,"std",100,"beta",0.0976461760320249
2,"std",100,"beta",0.0568334316364721
2,"std",100,"beta",0.0275528100262754
2,"std",100,"beta",0.0311094453594169
2,"std",100,"beta",0.00331333862521963
2,"std",100,"beta",0.0154083937406657
2,"std",100,"beta",0.100591248713167
2,"std",100,"beta",0.231861842814644
2,"std",100,"beta",0.0990386735954574
2,"std",100,"beta",0.0908264620113012
2,"std",100,"beta",0.078598858487119
2,"std",100,"beta",0.064971413032099
2,"std",100,"beta",0.005046165674663
2,"std",100,"beta",0.0617486310943479
2,"std",100,"beta",0.00390381317704862
2,"std",100,"beta",0.15624319370569
2,"std",100,"beta",0.0536767799172183
2,"std",250,"beta",0.110664693463494
2,"std",250,"beta",0.0283584315019375
2,"std",250,"beta",0.0469936960315912
2,"std",250,"beta",0.117036712268395
2,"std",250,"beta",0.0933434720323468
2,"std",250,"beta",0.044554686907789
2,"std",250,"beta",0.058078414439362
2,"std",250,"beta",0.044402777223284
2,"std",250,"beta",0.150978451764196
2,"std",250,"beta",0.083000209843038
2,"std",250,"beta",0.0417425613053328
2,"std",250,"beta",0.000344627822771902
2,"std",250,"beta",0.070196481500271
2,"std",250,"beta",0.0738750378023352
2,"std",250,"beta",0.132537971614165
2,"std",250,"beta",0.105261631835348
2,"std",250,"beta",0.0444779676493306
2,"std",250,"beta",0.0067891030455301
2,"std",250,"beta",0.0918051550960788
2,"std",250,"beta",0.0776074201653124
2,"std",250,"beta",0.0528174157488346
2,"std",250,"beta",0.137086705926964
2,"std",250,"beta",0.0507854238680851
2,"std",250,"beta",0.146122448687773
2,"std",250,"beta",0.0582766315537536
2,"std",250,"beta",0.0481211663036527
2,"std",250,"beta",0.0115748809858893
2,"std",250,"beta",0.00017764796663068
2,"std",250,"beta",0.0589133102470989
2,"std",250,"beta",0.151791232099051
2,"std",250,"beta",0.0564542166735295
2,"std",250,"beta",0.0412880060659897
2,"std",250,"beta",0.0758040570920843
2,"std",250,"beta",0.0269828980253072
2,"std",250,"beta",0.00360457617732186
2,"std",250,"beta",0.0501795619817291
2,"std",250,"beta",0.125006725357183
2,"std",250,"beta",0.00072477315959236
2,"std",250,"beta",0.0235406016739994
2,"std",250,"beta",0.0307685335118498
2,"std",250,"beta",0.0663209432949888
2,"std",250,"beta",0.0224563330475125
2,"std",250,"beta",0.0773479822396886
2,"std",250,"beta",0.0697303125490939
2,"std",250,"beta",0.0381656572765219
2,"std",250,"beta",0.0615261336190935
2,"std",250,"beta",0.0268627414753907
2,"std",250,"beta",0.00133907986249701
2,"std",250,"beta",0.0906992092289572
2,"std",250,"beta",0.0978080405483953
2,"std",250,"beta",0.0426405751362209
2,"std",250,"beta",0.119895063347109
2,"std",250,"beta",0.0321663564961755
2,"std",250,"beta",9.22001758551238e-05
2,"std",250,"beta",0.0469504040290945
2,"std",250,"beta",0.145337675688634
2,"std",250,"beta",0.0352506905282051
2,"std",250,"beta",0.00455366827771525
2,"std",250,"beta",0.0856924193506422
2,"std",250,"beta",6.20332261224785e-05
2,"std",250,"beta",0.0937223823293402
2,"std",250,"beta",0.0227498092879373
2,"std",250,"beta",0.101669506782152
2,"std",250,"beta",0.0797963671548856
2,"std",250,"beta",0.111175068797888
2,"std",250,"beta",0.011953397293858
2,"std",250,"beta",0.000806856152210901
2,"std",250,"beta",0.0879538042656603
2,"std",250,"beta",0.0993341906437369
2,"std",250,"beta",0.00538901444523389
2,"std",250,"beta",0.353144413980957
2,"std",250,"beta",0.0943344990626336
2,"std",250,"beta",0.16354217947927
2,"std",250,"beta",0.000584901171066984
2,"std",250,"beta",0.104171124601684
2,"std",250,"beta",0.139318370584835
2,"std",250,"beta",0.0278893629105793
2,"std",250,"beta",0.0729295362499137
2,"std",250,"beta",0.010411818731399
2,"std",250,"beta",0.108917547791084
2,"std",250,"beta",0.0373390567246758
2,"std",250,"beta",0.0658773963498134
2,"std",250,"beta",0.116216663079929
2,"std",250,"beta",0.0621473393940092
2,"std",250,"beta",0.201908374033225
2,"std",250,"beta",0.0416342531164575
2,"std",250,"beta",0.0351666928315848
2,"std",250,"beta",0.102503657437422
2,"std",250,"beta",0.0400183315504886
2,"std",250,"beta",0.092639120472252
2,"std",250,"beta",0.128945791849409
2,"std",250,"beta",0.0322814598798841
2,"std",250,"beta",0.0208162408097818
2,"std",250,"beta",0.137131950939942
2,"std",250,"beta",0.0460355151598704
2,"std",250,"beta",0.000748940381855666
